,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE_x,FOGLIO,PARTICELLA,SUBALTERNO_x,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE_x,INDIRIZZO_x,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE_x,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA_x,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE_x,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_ANNO_INSTALLAZIONE_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_ANNO_INSTALLAZIONE_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_ANNO_INSTALLAZIONE_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_ANNO_INSTALLAZIONE_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_ANNO_INSTALLAZIONE,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_ANNO_INSTALLAZIONE,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_ANNO_INSTALLAZIONE_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_ANNO_INSTALLAZIONE_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_ANNO_INSTALLAZIONE,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_ANNO_INSTALLAZIONE_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_ANNO_INSTALLAZIONE_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,Limiti amministrativi 2015 delle province di Regione Lombardia,ENTE_PUBBLICO,ATS Regione Lombardia,Limiti amministrativi 2014 delle province di Regione Lombardia,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,CODICE_IDENTIFICATIVO_PRATICA,DATA_CHIUSURA_PRATICA,INDIRIZZO_y,PROVINCIA,COMUNE_y,SEZIONE_y,SUBALTERNO_y,NOME_CERTIFICATORE,COGNOME_CERTIFICATORE,EDIFICIO_PUBBLICO,DESTINAZIONE_DI_USO,ANNO_COSTRUZIONE_y,MOTIVAZIONE_APE,SUPERFICIE_LORDA,SUPERFICIE_NETTA,VOLUME_LORDO,VOLUME_NETTO,SUPERFICIE_DISPERDENTE_y,SUPERFICIE_VETRATA_OPACA,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_BASAMENTO,TRASMITTANZA_MEDIA_SERRAMENTO,CLASSE_ENERGETICA_y,EPH,ETH,ETC,EFER,EMISSIONI_DI_CO2,EPW,EPT,EF_GLOB_MEDIA_RISCALDAMENTO,EF_GLOB_MEDIA_ACQUA_CALDA_SAN,EGHW,TIPOLOGIA_VENTILAZIONE,NUMERO_RICAMBI_ORARI,TIPOLOGIA_PANNELLO_ST,TIPOLOGIA_PANNELLO_FV,SUPERFICIE_CAPTANTE_FV,SUPERFICIE_APERTURA_ST,SUP_PAN_FV_SUP_UTILE,SUP_PAN_ST_SUP_UTILE,TIPOLOGIA_COMBUSTIBILE,TIPOLOGIA_GENERATORE,POTENZA_GENERATORE,surfdiff
57227,1906900001515,14/11/2015,True,False,PESCAROLO ED UNITI,,5,61,1,False,False,E.1(1),True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,PESCAROLO ED UNITI,VIA XXV APRILE 1,,,45.198079606382564,10.183287687595163,"(45.198079606382564, 10.183287687595165)",E,1946-1960,75.0,0.0,292.8,0.0,True,False,False,True,False,False,red,green,False,G,479.7,"B (64,95)",,0.0,91.28,0.0,3447.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,176.88,0.6,260.08,0.02,0.0,Generatore a combustione,1990.0,,Gas naturale,20.0,,,,,0.57,0.0,454.13,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1990.0,Gas naturale,4.0,0.71,0.0,25.57,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,8.0,False,4.0,8.0,True,False,paolo azzali,Laurea magistrale in architettura,Ordine degli architetti,9804600004613,02-DIC-13,"VIA PAVIA, 4",LO,SALERANO SUL LAMBRO,,7,Vanessa Agnese,Boni,NO,E.1(1),dopo il 2006,Trasferimento a titolo oneroso,85.31,69.79,268.72,188.43,176.76,0.0804,0.4207,0.41200000000000003,,2.2012,D,88.9248,69.9861,22.6434,0,17.7662,30.5598,119.4846,0.79,0.68,0.76,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,24.21,0.0006784260515604057
57230,1906900001515,14/11/2015,True,False,PESCAROLO ED UNITI,,5,61,1,False,False,E.1(1),True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,PESCAROLO ED UNITI,VIA XXV APRILE 1,,,45.198079606382564,10.183287687595163,"(45.198079606382564, 10.183287687595165)",E,1946-1960,75.0,0.0,292.8,0.0,True,False,False,True,False,False,red,green,False,G,479.7,"B (64,95)",,0.0,91.28,0.0,3447.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,176.88,0.6,260.08,0.02,0.0,Generatore a combustione,1990.0,,Gas naturale,20.0,,,,,0.57,0.0,454.13,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1990.0,Gas naturale,4.0,0.71,0.0,25.57,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,8.0,False,4.0,8.0,True,False,paolo azzali,Laurea magistrale in architettura,Ordine degli architetti,10803600011613,19-NOV-13,"VIA VIMERCATE, 21",MB,ORNAGO,,22,Mauro,Colombo,NO,E.1(1),2004,Trasferimento a titolo oneroso,90.35,78.15,292.65,226.7,180.2,0.0949,0.4563,0.374,,2.2986,E,125.6924,55.0749,37.383,0,25.1103,95.2449,220.9373,0.44,0.21,0.34,Aerazione - Ventilazione naturale,0.3000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.30,0.018769787426503808
57234,1906900001515,14/11/2015,True,False,PESCAROLO ED UNITI,,5,61,1,False,False,E.1(1),True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,PESCAROLO ED UNITI,VIA XXV APRILE 1,,,45.198079606382564,10.183287687595163,"(45.198079606382564, 10.183287687595165)",E,1946-1960,75.0,0.0,292.8,0.0,True,False,False,True,False,False,red,green,False,G,479.7,"B (64,95)",,0.0,91.28,0.0,3447.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,176.88,0.6,260.08,0.02,0.0,Generatore a combustione,1990.0,,Gas naturale,20.0,,,,,0.57,0.0,454.13,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1990.0,Gas naturale,4.0,0.71,0.0,25.57,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,8.0,False,4.0,8.0,True,False,paolo azzali,Laurea magistrale in architettura,Ordine degli architetti,1213800016712,24-MAG-12,"VIA POSORTI, 1",VA,VERGIATE,SE,21,Ilario,Capelli,NO,E.1(1),prima del 1930,Trasferimento a titolo oneroso,95.12,78.18,299.63,211.09,184.02,0.1064,1.3886,0.9,,3.2807,G,231.5125,176.2741,4.1821,0,46.2513,30.688,262.2005,0.76,0.66,0.75,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.10,0.04036635006784269
57305,10804300012016,14/12/2016,True,False,TRIUGGIO,,6,148,2,False,False,E.1(1),True,False,False,1.0,False,False,False,False,True,True,Annuncio commerciale,Lombardia,TRIUGGIO,Via Don Colli 11,,,45.67764629114368,9.290067900219405,"(45.677646291143674, 9.290067900219404)",E,1977-1992,161.33,0.0,626.74,0.0,True,False,False,True,False,False,yellow,yellow,False,A2,64.72,"A3 (44,11)",,104.88,13.38,2764.85,483.84,0.0,0.0,0.0,0.0,0.0,0.0,1007.0,2435.0,0.0,0.0,0.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.11,elettricità,518.01,0.83,46.01,0.05,0.02,Generatore a combustione,2016.0,,Gas naturale,24.7,Pompa di calore,2016.0,Energia elettrica,7.6,1.42,88.05,32.48,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2016.0,Gas naturale,24.7,0.46,16.83,32.24,,,,,,,,Fotovoltaico,,Energia elettrica,2.5,,,,Pompa di calore,2016.0,Energia elettrica,7.6,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,12.0,False,5.0,12.0,True,False,Marta Corbetta,Laurea magistrale in ingegneria,Ordine degli ingegneri,1519400005812,04-MAG-12,"VIA GORIZIA, 16",MI,SAN GIORGIO SU LEGNANO,,2|1,Marco Luigi,Bianchi,NO,E.1(1),1961-1976,Trasferimento a titolo oneroso,244.77,205.24,825.07,600,493.95,0.067,1.1148,1.4,0.77,4.98,G,297.2122,212.9776,8.016,0,59.3805,56.0043,353.2165,0.72,0.34,0.66,Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale,0.5000|0.5000,,,,,,,Gas naturale,Generatore ACS|Generatore tradizionale,33.60,0.046446979788034984
57310,1709900004619,09/10/2019,True,False,MAIRANO,NCT,6,148,0,False,False,E.1 (1),True,False,False,1.0,False,False,False,False,True,True,Annuncio commerciale,Lombardia,MAIRANO,Via Giuseppe Mazzini 63,Terra-Primo,,45.461107071494816,10.090964077835633,"(45.461107071494816, 10.090964077835634)",E,1930-1945,125.74,0.0,433.63,0.0,True,False,False,True,False,False,red,yellow,False,G,239.55,"A1 (56,87)",,0.6,45.66,161.32,2855.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,10.0,230.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,270.3,0.62,141.65,0.01,0.53,Generatore a combustione,2010.0,RK2UF71063654903,Gas naturale,24.6,Generatore a combustione,2015.0,Gas naturale,24.0,0.64,0.58,220.24,,,,,,,,,0.0,0.0,0.0,Scalda-acqua,2015.0,Gas naturale,26.0,0.81,0.02,19.31,,,,,,,,Generatore a biomassa,2010.0,Biomasse solide,12.0,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,6.0,False,2.0,6.0,True,False,Marco Arosio,Diploma di geometra,Collegio dei geometri,1709000002413,06-GIU-13,VIA INVICO,BS,LODRINO,NCT,0,Stefania,Cinelli,NO,E.1(1),1930-1945,Ristrutturazione edilizia sopra il 25%,97.7,67.3,334.6,205.7,267.95,0.0561,0.4296,0.282,0.606,1.215,E,167.0355,116.4006,5.207,0,37.3447,44.7165,211.752,0.7,0.47,0.65,Aerazione - Ventilazione naturale,0.5000,,,,,,,GPL,Generatore tradizionale,30.10,0.008694043655198012
57365,9805000000119,04/01/2019,True,False,SANT'ANGELO LODIGIANO,,13,3,703,False,False,E.1 (1),True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,SANT`ANGELO LODIGIANO,via Santa Maria Regina 13,T-S1,,,,,E,1946-1960,73.7,0.0,305.6,0.0,True,False,False,True,False,False,red,yellow,False,G,355.59,"B (81,33)",,2.32,67.97,363.53,2443.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,No,13.0,10.0,288.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,274.12,0.9,247.83,0.02,0.76,Generatore a combustione,2018.0,,Gas naturale,23.5,,,,,0.74,2.18,333.98,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2018.0,Gas naturale,23.5,0.83,0.14,21.61,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,,False,,,True,False,Graziano Massimo Carminati,Diploma di geometra,Collegio dei geometri,1505100030912,30-OTT-12,"VIA ENRICO MATTEI, 5",MI,CARUGATE,,10,Ludovico,Santoro,NO,E.1(1),1977-1992,Trasferimento a titolo oneroso,123.15,109.56,369.45,290.33,263.05,0.1304,0.5961,,0.79,3.2156,E,134.7902,108.223,21.7055,0,26.9282,24.4894,159.2796,0.8,0.77,0.8,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.00,0.04038377352984092
57372,1505100018915,12/11/2015,False,True,CARUGATE,,13,3,71,False,False,E.5,True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,CARUGATE,Via Mattei 5,,,45.551971629521525,9.348628285625855,"(45.55197162952152, 9.348628285625855)",E,1977-1992,168.23,168.23,641.69,641.69,True,True,False,True,True,False,red,green,False,B,412.3,"A1 (340,65)",,99.37,48.8,18951.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,341.8,0.53,119.29,0.0,0.0,Pompa di calore,2015.0,,Energia elettrica,15.5,Pompa di calore,2015.0,Energia elettrica,15.5,31.65,0.91,3.77,Pompa di calore,2015.0,Energia elettrica,13.4,Pompa di calore,2015.0,Energia elettrica,13.4,0.03,46.43,192.63,Scalda-acqua,2015.0,Energia elettrica,1.6,0.34,1.54,6.4,,,,,,,,Pompa di calore,2015.0,Energia elettrica,15.5,,,,Pompa di calore,2015.0,Energia elettrica,15.5,,,,,,,,,0.0,0.0,,,,,,50.5,209.5,,,,,,,,,,,,,,,True,True,False,4.0,False,8.0,4.0,True,False,Vito Panzarini,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali,1716100042612,15-NOV-12,"VIA GIUSEPPE ZANARDELLI, 38",BS,REZZATO,NCT,56,Francesco,Spaggiari,NO,E.5,1946-1960,Contratto di locazione,114.13,100.04,473.65,395.16,335.26,0.2367,1.3423,1.7,1.65,5.66,G,124.2149,96.2555,14.838,0,24.8095,10.0796,134.2945,0.77,0.11,0.72,Aerazione - Ventilazione naturale,1.3700,,,,,,,Gas naturale,Generatore tradizionale,32.20,0.019133996489175017
57439,1309900000416,11/02/2016,True,False,FALOPPIO,CAM,3,841,5,False,False,E.1(1),True,False,False,6.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,FALOPPIO,VIA XXV APRILE 15,2,,,,,E,1961-1976,80.2,0.0,306.88,0.0,True,False,False,True,False,False,red,green,False,G,293.67,"B (80,89)",,0.0,55.88,0.0,2256.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,9.0,278.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,209.38,0.68,203.42,0.01,0.08,Generatore a combustione,2000.0,,Gas naturale,24.0,,,,,0.75,0.0,269.97,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2000.0,Gas naturale,24.0,0.79,0.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,,False,,,True,False,GIUSEPPE ALOISIO,Diploma di laurea in ingegneria,Ordine degli ingegneri,1309900012413,15-NOV-13,"VIA XXV APRILE, 15",CO,FALOPPIO,CAM,1,Marco Federico,Galli,NO,E.1(1),1961-1976,Trasferimento a titolo oneroso,93.13,76.93,339.92,246.18,208.09,0.0645,1.1426,,1.15,3.4743,G,278.1761,204.9371,10.7304,0,55.5717,39.0156,317.1917,0.74,0.52,0.71,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.50,0.006161046900372491
57458,1801600001017,10/05/2017,True,False,BORGO PRIOLO,B,1,453,1,False,False,E.1(1),True,False,False,1.0,False,False,False,True,False,True,Annuncio commerciale,Lombardia,BORGO PRIOLO,Frazione Casa Bergognoni SNC,T,,44.94755370824269,9.13205557504556,"(44.94755370824269, 9.132055575045559)",E,2009,60.63,0.0,305.01,0.0,True,False,False,True,False,False,red,green,False,F,366.4,"B (137,0)",,0.0,78.65,0.0,0.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,20.0,9.0,353.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,268.18,0.88,238.88,0.02,0.1,Generatore a combustione,2009.0,,GPL,24.0,,,,,0.7,0.0,341.71,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2009.0,GPL,24.0,0.78,0.0,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,7.0,False,6.0,7.0,True,False,Filippo Torlaschi,Diploma di geometra,Collegio dei geometri,1815900004012,24-FEB-12,VIA CASCINA CAMPAGNA 2,PV,TORRE D'ISOLA,D,1,Michela,Caselli,NO,E.1(1),1993-2006,Contratto di locazione,124.62,100.3,397.94,273.01,258.77,0.1231,1.77,0.7,0.73,3.1311,G,181.8648,173.1249,37.7872,0,36.3336,33.304,215.1688,0.95,0.58,0.89,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,31.10,0.035088373480498265
57665,1506000015719,01/08/2019,True,False,CASSINA DE PECCHI,,7,72,720,False,False,E.1 (1),True,False,False,12.0,False,False,False,False,False,True,Annuncio commerciale,Lombardia,CASSINA DE PECCHI,Via Villa Pompea 24,T,,,,,E,1961-1976,75.53,0.0,388.19,0.0,True,False,False,True,False,False,red,green,False,E,173.13,"B (82,47)",,0.39,33.0,62.78,1241.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,No,5.8,7.0,142.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,268.95,0.69,121.07,0.03,0.12,Generatore a combustione,2019.0,,Gas naturale,87.4,,,,,0.88,0.32,137.06,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2019.0,Gas naturale,87.4,0.47,0.07,36.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,,False,,,True,False,Stefano Lorenzi,Laurea magistrale in ingegneria,Ordine degli ingegneri,9804400000113,08-GEN-13,"VIA ADA NEGRI, 1",LO,OSSAGO LODIGIANO,,703,Manuela,Bozzini,NO,E.1(1),1960,Incentivi fiscali,113,90,372.0,257,261.04,0.0608,1.4606,,0.237,1.6305,F,169.467,153.6634,24.6182,4.4753,33.8574,34.0841,203.5511,0.91,0.58,0.85,Aerazione - Ventilazione naturale,0.3000,Collettori piani vetrati,,,2.0000,,0.022,Gas naturale,Generatore a condensazione,24.38,0.029410671128462424
57696,1511400016416,27/07/2016,True,False,INZAGO,,10,172,1,False,False,E.1(1),True,False,False,1.0,False,False,False,False,True,True,Annuncio commerciale,Lombardia,INZAGO,VIA DEI MILLE 3,,,45.53741483846614,9.48314619051865,"(45.53741483846614, 9.483146190518648)",E,1977-1992,147.56,0.0,634.99,0.0,True,False,False,True,False,False,red,yellow,False,C,66.33,"B (44,35)",,0.0,12.62,0.0,937.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,5.0,6.0,63.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,471.34,0.74,38.63,0.1,0.01,Generatore a combustione,2000.0,,Gas naturale,30.2,Generatore a combustione,2000.0,Gas naturale,30.2,0.79,0.0,48.76,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2000.0,Gas naturale,30.2,0.82,0.0,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,4.0,False,8.0,4.0,True,False,Fabiola Trezzi,Laurea magistrale in architettura,Ordine degli architetti,1703300001214,03-APR-14,"VIA GIACOMO MATTEOTTI, 4",BS,CALVAGESE DELLA RIVIERA,NCT,5,Maurizio,Leali,NO,E.1(1),1961-1976,Trasferimento a titolo oneroso,176.46,147.46,578.27,416.29,453.08,0.0637,1.6113,1.4,1.65,4.68,G,382.4959,281.319,12.8947,0,76.4158,26.1269,408.6228,0.74,0.67,0.73,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,30.30,0.03874061187253361
